204	620
821	620
471	620
71	90
185	634
537	639
853	641
172	644
101	649
94	649
190	650
750	143
424	652
211	653
945	228
68	661
120	662
23	663
84	667
131	668
740	669
720	672
900	678
893	680
544	435
861	435
488	478
754	633
414	633
104	693
886	97
65	97
133	619
654	699
96	699
831	238
221	238
307	711
273	459
728	720
303	545
216	446
553	751
457	751
648	754
403	124
818	118
847	466
36	762
969	765
397	596
288	768
734	770
332	772
195	72
350	266
283	785
739	787
579	791
57	581
186	2
640	2
619	2
267	2
629	75
336	75
588	778
196	816
362	817
381	133
577	133
188	42
956	829
715	831
385	814
428	814
218	841
517	842
713	845
377	522
163	522
532	647
864	856
26	859
760	737
825	676
699	527
296	227
946	325
798	875
408	879
355	388
502	273
541	890
878	891
644	285
399	374
512	897
665	900
812	149
243	271
237	811
753	826
247	826
201	912
940	913
102	804
858	601
925	181
83	526
696	590
230	942
272	943
670	945
767	101
363	373
930	117
510	956
761	847
515	810
630	889
911	967
742	976
697	571
844	986
22	322
880	989
246	990
317	763
590	867
841	688
741	745
123	106
17	1008
43	1009
29	797
87	351
458	1018
187	1018
423	1020
712	1022
3	1022
692	1026
643	489
38	862
159	544
258	1037
647	279
755	279
539	17
193	382
2	1055
466	1060
682	610
807	954
24	696
426	696
249	1077
404	246
646	940
769	1085
622	972
274	223
343	540
756	480
161	1105
582	725
730	725
943	1120
967	1121
932	12
642	1124
578	747
543	1130
586	1118
698	1141
554	1141
241	1141
677	1141
425	5
674	166
402	1146
746	1147
95	637
396	1032
523	1153
777	534
814	1157
612	1144
671	1166
302	37
603	1112
970	129
220	476
941	476
25	476
380	476
27	616
62	491
250	1192
149	1193
194	969
370	1198
762	802
876	250
892	53
371	549
558	377
676	1222
86	1223
59	418
213	136
916	1061
265	49
222	49
126	49
863	114
871	1191
705	269
589	290
46	112
808	346
233	844
489	1268
10	1270
840	1271
64	909
965	1279
884	1088
652	1285
666	14
784	14
110	14
842	91
439	91
236	226
909	111
141	623
225	1309
13	1248
726	361
106	299
708	1052
751	761
519	918
520	138
773	278
419	1053
416	1347
817	1348
229	701
687	131
14	131
177	962
51	962
535	1359
12	1138
813	248
214	100
971	1378
4	1387
959	532
269	1393
789	1399
735	488
207	574
972	1405
276	1407
732	24
531	24
292	1412
938	1023
304	27
129	27
495	1151
16	182
158	1426
918	1119
400	1432
147	1436
658	849
511	1440
444	1339
376	1452
305	128
802	1461
924	584
470	1463
904	63
700	727
843	309
545	471
548	1368
128	1482
891	193
417	861
143	1491
897	1343
929	888
664	1500
566	1503
312	1304
280	1506
206	1508
614	1383
832	893
252	29
765	500
234	1525
50	1137
973	1527
530	1528
154	1203
297	905
217	9
433	9
284	1539
949	1549
114	314
264	572
192	625
118	184
778	184
92	708
678	708
905	708
255	150
920	793
628	403
61	914
768	914
486	514
189	514
182	260
958	1584
316	1586
340	1587
923	1593
637	481
914	1031
146	1282
729	724
116	433
921	433
358	6
63	709
82	1477
496	781
271	1634
528	1599
1	1638
21	1649
883	71
776	657
494	1655
74	358
549	1410
251	929
931	1662
484	1663
546	340
410	1431
168	1064
613	961
745	1669
183	617
45	55
944	178
456	410
503	493
799	1165
215	1698
836	635
974	689
137	1186
616	220
907	66
806	1433
142	86
649	86
707	1733
912	854
318	1739
964	1722
322	877
245	627
872	1274
662	1753
60	1759
660	46
79	434
727	1149
491	1766
156	370
180	715
594	1324
231	1776
67	938
383	48
224	48
431	172
184	1784
259	1520
953	642
339	655
290	107
835	832
34	1806
672	853
127	1027
600	838
875	303
868	717
270	179
791	255
202	255
516	173
448	1674
393	167
879	1831
764	364
112	1840
542	648
7	648
409	1330
624	779
58	1848
227	1848
473	408
659	161
724	161
591	161
557	1870
580	1874
837	1878
951	1110
571	1884
374	1888
223	1631
453	894
721	1896
667	1682
39	1024
450	152
365	1100
792	1839
620	718
498	1916
210	1111
547	1925
401	1329
627	1574
324	1365
534	1936
285	1938
490	316
915	316
602	316
459	582
9	582
605	666
93	1946
151	1293
621	1948
845	985
963	225
278	225
526	225
320	1951
73	1696
859	1101
418	1220
382	1391
367	392
559	392
232	392
472	1001
389	1001
352	360
209	1974
11	1981
717	1057
394	968
766	1724
917	1774
89	2011
356	425
902	425
786	1028
714	183
584	61
166	2030
780	2030
737	92
563	2032
922	1334
592	1871
641	421
634	2053
421	79
867	369
8	1466
132	82
618	163
957	2082
536	2083
779	444
631	558
801	479
198	479
723	886
896	363
346	612
160	612
347	2114
441	2117
583	2119
681	1363
934	1363
345	200
927	427
30	1025
468	1025
422	2134
908	542
960	504
866	576
239	1825
663	1817
598	1126
748	1717
47	57
839	683
262	1642
54	548
757	2194
475	864
455	1741
463	1775
561	1128
357	2064
407	1551
478	1858
15	125
0	2231
364	1772
337	722
850	2241
759	1854
169	523
785	2249
954	245
686	1069
933	2262
710	1280
300	518
242	241
76	1172
175	746
903	1480
976	2278
947	416
199	682
5	1163
323	1618
655	602
738	445
711	2315
560	439
800	2319
309	2320
465	1632
607	592
709	442
148	547
212	502
369	34
115	997
790	997
650	2351
360	284
97	995
228	137
386	2362
772	1039
611	1643
758	58
406	32
482	2378
910	1883
384	2281
205	2393
774	272
18	632
379	1889
77	744
281	700
260	233
852	1134
121	1979
869	880
109	2420
828	2420
567	1438
572	2424
926	1514
342	142
685	851
326	733
966	45
391	2442
375	1422
173	1065
88	1394
348	924
447	1318
171	1294
437	2455
797	2120
256	860
157	2462
197	357
701	1321
639	41
522	312
311	925
140	414
570	1547
744	108
368	2487
361	1326
731	499
574	2497
752	1571
617	87
497	455
524	498
335	1176
533	115
781	531
108	511
552	199
31	89
653	2541
638	2174
107	1254
962	606
476	919
555	253
919	40
822	1513
691	25
56	420
606	305
874	1496
793	300
504	2589
635	1106
809	205
651	839
722	1377
42	113
436	68
257	883
950	2626
645	465
848	2642
763	970
373	141
942	654
99	2674
98	244
291	2683
597	2261
719	1922
770	813
608	1272
72	2693
890	287
122	1389
899	704
405	449
313	760
392	1727
330	1633
164	436
298	2742
811	917
805	987
854	1703
387	224
527	1511
208	185
881	1201
111	739
85	2767
412	1978
176	2242
679	234
857	2796
165	56
483	876
673	840
155	1688
135	2819
513	1687
939	2237
501	1877
438	1071
81	397
174	1418
689	447
240	1054
